neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365
North Lawndale,41.85877,-87.69546,Entire home/apt,81,3,150,32
Washington Park,41.80055,-87.6235,Entire home/apt,92,2,181,0
Near South Side,41.85419,-87.62262,Entire home/apt,125,32,2,365
Near North Side,41.89862,-87.62138,Entire home/apt,145,60,3,365
Near West Side,41.88097,-87.68732,Private room,55,32,32,364
Lincoln Park,41.92061,-87.66324,Entire home/apt,189,2,210,210
Near West Side,41.88134,-87.68796,Private room,50,32,37,187
Near North Side,41.89619,-87.63172,Entire home/apt,120,32,0,260
West Town,41.89738,-87.67208,Entire home/apt,250,3,110,200
Irving Park,41.9476203918457,-87.70626068115234,Entire home/apt,124,3,129,98
Austin,41.88617,-87.77457,Private room,34,2,31,88
Near West Side,41.88097,-87.68732,Private room,60,32,35,270
Lower West Side,41.85927963256836,-87.65789031982422,Entire home/apt,121,2,359,105
Loop,41.88562,-87.61753,Entire home/apt,170,60,1,365
Loop,41.88758,-87.61772,Entire home/apt,160,60,1,365
Near North Side,41.8911,-87.63057,Private room,99,1,818,225
Woodlawn,41.78414,-87.60687,Private room,75,10,70,78
Uptown,41.9693,-87.65918,Private room,92,3,182,343
Woodlawn,41.78171,-87.60619,Private room,44,10,75,357
Woodlawn,41.78191,-87.60677,Private room,80,10,91,236
Near West Side,41.86832,-87.66222,Private room,59,2,307,199
Edgewater,41.97947,-87.6709,Entire home/apt,175,32,27,0
East Garfield Park,41.88302,-87.7096,Private room,45,1,312,304
South Lawndale,41.84133,-87.71023,Entire home/apt,60,1,265,37
Logan Square,41.92084,-87.71161,Entire home/apt,74,3,7,0
Lincoln Park,41.92229,-87.64234,Entire home/apt,166,32,20,232
Hyde Park,41.80001,-87.60529,Entire home/apt,200,28,43,44
Woodlawn,41.78229,-87.60564,Private room,48,10,59,261
Woodlawn,41.7822,-87.60769,Private room,75,10,67,77
Irving Park,41.9604,-87.72221,Entire home/apt,69,2,257,186
Portage Park,41.95325469970703,-87.77973175048828,Entire home/apt,119,3,133,80
West Town,41.89592,-87.66185,Entire home/apt,179,2,281,160
Woodlawn,41.78227,-87.59816,Entire home/apt,111,32,210,89
Edgewater,41.99659,-87.66363,Entire home/apt,86,2,292,249
Lake View,41.95553,-87.66835,Entire home/apt,125,365,27,365
West Town,41.91135,-87.67794,Entire home/apt,138,7,113,263
Austin,41.89032,-87.77457,Entire home/apt,139,32,27,0
Lincoln Park,41.91806,-87.64258,Entire home/apt,150,3,378,90
Logan Square,41.92123,-87.71604,Entire home/apt,104,1,241,326
Irving Park,41.95809,-87.70915,Entire home/apt,150,3,124,304
North Center,41.94614,-87.68242,Entire home/apt,188,1,31,334
Lake View,41.95275,-87.66444,Entire home/apt,157,2,146,267
Lake View,41.95412,-87.6684,Entire home/apt,150,3,92,169
Near North Side,41.8931,-87.61564,Entire home/apt,220,32,0,365
North Center,41.94431,-87.67925,Entire home/apt,89,1,163,273
Woodlawn,41.78439,-87.61061,Private room,45,32,18,364
Woodlawn,41.78293,-87.60965,Private room,45,32,30,345
East Garfield Park,41.88302,-87.7096,Private room,45,1,401,347
Near West Side,41.86899,-87.68426,Private room,59,1,4,0
Kenwood,41.81557,-87.60098,Entire home/apt,225,32,54,0
Logan Square,41.92683,-87.71688,Private room,46,5,8,0
West Ridge,41.99592,-87.69348,Private room,95,2,96,175
West Town,41.894903,-87.666413,Entire home/apt,72,1,262,351
West Town,41.894903,-87.666413,Entire home/apt,134,32,226,290
Near North Side,41.89741,-87.63142,Entire home/apt,145,90,1,365
Near North Side,41.89116,-87.61735,Entire home/apt,150,90,0,365
Near North Side,41.89494,-87.63672,Entire home/apt,250,60,4,365
Near North Side,41.89781,-87.62245,Entire home/apt,210,32,2,365
Lincoln Park,41.93224,-87.63966,Entire home/apt,80,32,51,0
Avondale,41.94108,-87.72245,Entire home/apt,119,2,314,118
Hyde Park,41.80154,-87.60586,Private room,46,2,29,78
West Ridge,41.98658,-87.69528,Entire home/apt,143,32,80,170
Armour Square,41.84928,-87.63321,Private room,69,2,194,158
Bridgeport,41.83018,-87.64546,Entire home/apt,160,1,1,0
South Shore,41.76303,-87.583,Entire home/apt,149,3,20,38
West Town,41.89254,-87.66813,Private room,70,1,95,346
East Garfield Park,41.8817,-87.69588,Private room,44,3,125,138
Near West Side,41.88682,-87.64427,Private room,78,5,103,240
South Lawndale,41.85253,-87.69803,Private room,44,3,25,90
Lincoln Square,41.97654,-87.68986,Entire home/apt,64,365,99,365
Grand Boulevard,41.8191,-87.62209,Private room,79,1,57,232
Lake View,41.93836,-87.64664,Entire home/apt,139,2,232,204
Near West Side,41.88097,-87.68732,Private room,60,14,35,364
Near West Side,41.88093,-87.68389,Entire home/apt,127,32,411,247
South Lawndale,41.8544,-87.69845,Private room,50,4,22,90
South Lawndale,41.85436,-87.69681,Private room,47,3,22,90
Lower West Side,41.85478,-87.67473,Entire home/apt,135,2,109,220
Lake View,41.9459,-87.65461,Shared room,39,1,153,286
Near West Side,41.88097,-87.68732,Private room,52,32,40,337
Near North Side,41.89746,-87.62207,Private room,89,1,315,42
Hyde Park,41.80114,-87.59614,Private room,40,1,196,0
South Lawndale,41.85276,-87.69828,Private room,75,4,16,74
Ashburn,41.74281,-87.71406,Entire home/apt,150,2,61,167
South Lawndale,41.85442,-87.69695,Private room,46,4,18,64
Lincoln Park,41.91775,-87.65508,Private room,50,1,196,43
Lincoln Park,41.92715,-87.65059,Private room,131,2,298,294
Near North Side,41.89702,-87.62021,Entire home/apt,190,1,199,74
Grand Boulevard,41.81436,-87.61289,Private room,135,2,30,336
West Garfield Park,41.87669,-87.72146,Entire home/apt,75,1,469,278
Irving Park,41.95726,-87.7161,Entire home/apt,270,2,79,93
Armour Square,41.84766,-87.63292,Private room,69,2,211,170
North Park,41.97906,-87.71226,Entire home/apt,93,2,33,111
Logan Square,41.92585,-87.68443,Entire home/apt,165,32,1,0
Woodlawn,41.77825,-87.58721,Entire home/apt,118,3,142,345
Woodlawn,41.77605,-87.58724,Entire home/apt,122,3,116,352
Lower West Side,41.85563,-87.67217,Private room,100,4,28,0
Near South Side,41.86509,-87.62125,Entire home/apt,116,32,22,0
Lower West Side,41.85563,-87.67217,Entire home/apt,300,3,209,83
East Garfield Park,41.8867,-87.70783,Entire home/apt,72,3,172,250
Lower West Side,41.85381,-87.67391,Entire home/apt,68,14,237,8
Lake View,41.94702,-87.65285,Entire home/apt,329,2,62,309
Grand Boulevard,41.81716,-87.6071,Entire home/apt,78,30,36,102
East Garfield Park,41.88714,-87.70876,Entire home/apt,69,1,282,295
Uptown,41.97343,-87.65546,Private room,49,7,118,109
Near North Side,41.88999,-87.63269,Entire home/apt,160,60,0,365
East Garfield Park,41.88557,-87.71376,Entire home/apt,130,3,83,140
Near North Side,41.89346,-87.61523,Entire home/apt,195,120,1,365
Edgewater,41.9907,-87.66695,Entire home/apt,114,2,256,307
Near North Side,41.89442,-87.61543,Entire home/apt,218,32,1,365
Lake View,41.94245,-87.67198,Entire home/apt,157,5,83,4
East Garfield Park,41.88302,-87.7096,Private room,45,1,428,350
West Town,41.88987,-87.68237,Entire home/apt,214,14,31,1
Lake View,41.93955,-87.65904,Private room,99,2,282,309
Lincoln Square,41.97594,-87.68439,Entire home/apt,311,4,19,152
Logan Square,41.92082,-87.6833,Entire home/apt,100,32,30,0
Near North Side,41.89862,-87.62138,Entire home/apt,140,32,1,365
West Town,41.91002,-87.68723,Private room,47,32,199,0
Edgewater,41.98444,-87.66225,Private room,133,2,177,312
Near North Side,41.89415,-87.62627,Entire home/apt,175,29,11,160
Logan Square,41.91538,-87.69769,Entire home/apt,110,4,46,358
Lower West Side,41.84898,-87.67959,Private room,27,200,36,363
Logan Square,41.93094,-87.72219,Entire home/apt,69,32,72,231
Near North Side,41.89862,-87.62138,Entire home/apt,204,32,8,358
Lincoln Square,41.96555,-87.68124,Entire home/apt,300,1,62,64
Portage Park,41.95448,-87.75031,Entire home/apt,75,32,32,0
Lincoln Square,41.96281,-87.68944,Private room,28,1,46,0
Near West Side,41.88668,-87.64266,Entire home/apt,185,360,0,365
Hermosa,41.93483,-87.74135,Private room,40,32,56,334
West Town,41.90835,-87.67605,Private room,95,1,31,201
Lincoln Park,41.92114,-87.63986,Entire home/apt,191,3,69,182
Irving Park,41.95056,-87.72431,Entire home/apt,343,7,14,358
Lincoln Square,41.97262,-87.69506,Entire home/apt,140,3,11,0
Dunning,41.93892,-87.83035,Entire home/apt,210,2,95,217
West Town,41.8955,-87.69046,Entire home/apt,118,5,236,281
West Town,41.8991,-87.69846,Entire home/apt,176,2,99,179
Near South Side,41.86467,-87.6243,Entire home/apt,264,32,81,363
Hyde Park,41.79805,-87.60244,Entire home/apt,77,2,212,265
Near North Side,41.88895,-87.63364,Entire home/apt,160,160,1,365
Mckinley Park,41.82983,-87.67544,Entire home/apt,52,2,139,312
Lake View,41.94456,-87.65678,Entire home/apt,119,3,73,299
Irving Park,41.962921,-87.735283,Private room,36,2,30,267
Near West Side,41.88714,-87.64393,Entire home/apt,249,10,40,27
Lake View,41.94538,-87.66959,Entire home/apt,164,3,71,163
Edgewater,41.99056,-87.66609,Entire home/apt,48,32,5,0
Near North Side,41.89862,-87.62138,Entire home/apt,220,32,0,365
Lake View,41.93628,-87.65976,Entire home/apt,144,2,130,0
Logan Square,41.924205566589976,-87.70123229028184,Entire home/apt,224,2,110,303
Lincoln Park,41.92718,-87.66506,Private room,50,32,4,0
Near West Side,41.88806,-87.63936,Entire home/apt,170,60,0,365
Douglas,41.83674,-87.62086,Private room,86,2,292,1
Near South Side,41.84691,-87.61953,Entire home/apt,115,2,301,259
Loop,41.87132,-87.63146,Entire home/apt,200,360,3,365
Woodlawn,41.78424,-87.60507,Entire home/apt,119,3,110,106
West Town,41.89371,-87.66773,Entire home/apt,289,32,177,0
Near North Side,41.90326,-87.63709,Entire home/apt,135,32,2,0
North Center,41.93701,-87.6824,Entire home/apt,211,2,151,351
Portage Park,41.96019,-87.74976,Entire home/apt,115,32,4,365
Lincoln Park,41.92913,-87.66232,Private room,102,1,12,0
Uptown,41.97404,-87.65962,Entire home/apt,353,3,9,0
North Center,41.9462,-87.67828,Entire home/apt,191,2,330,190
Armour Square,41.84977,-87.63321,Private room,69,32,226,99
Lake View,41.9442138671875,-87.65602111816406,Private room,86,2,75,68
Near North Side,41.89591,-87.63555,Entire home/apt,348,2,231,271
Oakland,41.82152,-87.60196,Private room,50,2,129,23
Logan Square,41.92168,-87.71191,Entire home/apt,155,2,185,55
Logan Square,41.92871,-87.71214,Entire home/apt,69,1,166,334
Lincoln Square,41.97991,-87.68999,Entire home/apt,122,1,1,0
West Town,41.89555,-87.65821,Entire home/apt,190,32,31,0
Near North Side,41.90184,-87.63207,Entire home/apt,85,1,494,274
West Town,41.89491,-87.66053,Private room,75,1,179,137
Lake View,41.93896,-87.66504,Entire home/apt,108,2,468,50
West Town,41.90908,-87.68241,Entire home/apt,250,32,11,0
Hyde Park,41.80205,-87.60383,Private room,41,2,5,0
West Town,41.90475,-87.69237,Entire home/apt,84,1,263,302
Rogers Park,42.0029,-87.66298,Private room,62,2,128,206
Lincoln Square,41.96728,-87.67936,Private room,125,1,98,63
West Town,41.89653,-87.66787,Private room,90,1,272,153
West Town,41.90429,-87.68212,Entire home/apt,245,2,209,204
Lake View,41.94418,-87.65434,Entire home/apt,200,3,82,0
Logan Square,41.92427050702069,-87.70022652948042,Entire home/apt,329,2,119,316
Rogers Park,41.99930791808328,-87.67077326697175,Private room,40,1,302,37
Near North Side,41.88991,-87.63421,Entire home/apt,160,90,7,365
East Garfield Park,41.88302,-87.7096,Private room,51,1,463,77
Lower West Side,41.8563,-87.65576,Private room,39,2,228,0
Greater Grand Crossing,41.76769,-87.63009,Private room,39,32,47,179
Lower West Side,41.84758,-87.68444,Entire home/apt,40,32,2,0
Near North Side,41.89366,-87.63142,Entire home/apt,157,60,2,364
West Town,41.89883,-87.65626,Entire home/apt,84,1,430,107
West Town,41.91151,-87.67425,Entire home/apt,122,2,71,296
West Ridge,41.99369,-87.70413,Private room,185,7,2,364
Portage Park,41.9513,-87.75037,Entire home/apt,250,4,3,0
Edgewater,41.98911,-87.6726,Private room,69,3,252,105
Near West Side,41.88237,-87.69167,Entire home/apt,94,3,377,173
East Garfield Park,41.88302,-87.7096,Private room,45,1,415,353
Lake View,41.94568,-87.66095,Entire home/apt,250,2,117,236
Logan Square,41.91836,-87.68852,Private room,42,2,130,0
Portage Park,41.95147,-87.74912,Entire home/apt,59,32,271,18
Logan Square,41.91836,-87.68852,Private room,54,2,124,0
Woodlawn,41.78406,-87.60672,Private room,50,32,4,364
West Town,41.89286,-87.68706,Entire home/apt,307,2,155,159
West Town,41.89885,-87.67681,Entire home/apt,120,2,217,66
Irving Park,41.94379,-87.73207,Private room,89,32,0,0
Austin,41.91394,-87.78921,Entire home/apt,190,3,32,110
Lincoln Park,41.92755,-87.66752,Entire home/apt,92,2,206,250
North Center,41.94461,-87.68513,Entire home/apt,135,2,208,137
East Garfield Park,41.88302,-87.7096,Private room,51,1,382,340
Uptown,41.96655,-87.66183,Private room,60,1,103,65
Near West Side,41.86231,-87.64837,Entire home/apt,71,1,423,304
Avondale,41.94201,-87.72191,Private room,30,32,20,0
Armour Square,41.84974,-87.63156,Private room,79,2,185,175
Near North Side,41.89559,-87.62578,Entire home/apt,100,60,18,251
Lake View,41.94658,-87.66018,Entire home/apt,195,2,108,206
Edgewater,41.98905,-87.66226,Entire home/apt,141,32,88,0
Edgewater,41.99025,-87.65985,Entire home/apt,141,32,119,0
West Town,41.89385,-87.68128,Private room,77,1,235,211
Logan Square,41.91798,-87.67207,Entire home/apt,67,32,148,0
North Center,41.95677,-87.68976,Entire home/apt,204,32,36,363
Lake View,41.93394,-87.66252,Private room,95,2,85,19
Edgewater,41.9888,-87.67054,Private room,68,3,206,126
Near North Side,41.91028,-87.63941,Entire home/apt,175,3,27,0
Norwood Park,41.98367,-87.82077,Private room,44,5,277,106
North Center,41.95701,-87.69,Entire home/apt,182,2,43,363
West Town,41.8977,-87.66315,Private room,81,1,143,299
Logan Square,41.92245,-87.68269,Entire home/apt,97,2,201,52
Lincoln Square,41.97765,-87.68416,Private room,48,3,225,71
Lincoln Park,41.92313,-87.64086,Private room,52,1,149,135
Woodlawn,41.78405,-87.60786,Private room,45,32,10,364
North Center,41.94296,-87.68487,Entire home/apt,101,2,144,199
West Town,41.89591,-87.6626,Private room,95,1,28,242
West Town,41.9089,-87.68775,Entire home/apt,82,3,410,176
Near North Side,41.89235,-87.62732,Hotel room,38,1,31,345
Humboldt Park,41.897667,-87.702988,Entire home/apt,100,1,385,20
Norwood Park,41.97993211383089,-87.78932334571495,Entire home/apt,98,2,30,118
Humboldt Park,41.91086,-87.71969,Entire home/apt,150,2,104,0
Lincoln Square,41.97128,-87.69454,Private room,84,2,123,39
Near North Side,41.89235,-87.62732,Hotel room,38,1,25,345
Uptown,41.9741,-87.6631,Entire home/apt,149,2,290,188
Hyde Park,41.80087,-87.59439,Entire home/apt,196,2,86,10
Logan Square,41.92257,-87.70115,Entire home/apt,76,1,154,0
Near North Side,41.89235,-87.62732,Hotel room,38,1,17,345
Lake View,41.95168,-87.67357,Entire home/apt,161,32,179,0
Near North Side,41.90899,-87.63969,Entire home/apt,150,3,13,13
Lincoln Park,41.92403,-87.6405,Private room,46,1,174,137
Lake View,41.9537,-87.662,Entire home/apt,84,1,270,337
Logan Square,41.92055,-87.67794,Entire home/apt,199,4,85,206
Rogers Park,42.00214,-87.66412,Entire home/apt,144,2,99,283
Logan Square,41.91496,-87.70588,Entire home/apt,102,4,49,88
Kenwood,41.80459,-87.59191,Entire home/apt,125,1,33,0
Hermosa,41.92367,-87.73988,Entire home/apt,80,32,417,337
West Town,41.90451,-87.66485,Entire home/apt,120,1,4,0
Jefferson Park,41.96954,-87.77017,Entire home/apt,105,2,206,101
Humboldt Park,41.91099,-87.70371,Entire home/apt,67,1,122,223
North Park,41.97837,-87.71576,Private room,43,2,75,364
Logan Square,41.92197,-87.69221,Entire home/apt,90,5,59,254
Near West Side,41.87557,-87.68934,Private room,49,32,44,0
Uptown,41.96937,-87.65686,Entire home/apt,120,2,394,242
Lower West Side,41.85888,-87.67787,Entire home/apt,81,2,548,54
Lake View,41.94488,-87.65022,Shared room,55,1,147,83
Belmont Cragin,41.9359,-87.78895,Entire home/apt,88,2,62,364
Woodlawn,41.77859,-87.60467,Entire home/apt,329,2,1,362
West Town,41.90921,-87.69192,Entire home/apt,159,2,154,155
Lincoln Park,41.93108,-87.64648,Entire home/apt,78,2,250,1
Logan Square,41.92214,-87.68344,Entire home/apt,269,4,52,298
Douglas,41.84453,-87.62635,Entire home/apt,99,32,202,0
Edgewater,41.98593,-87.66764,Entire home/apt,125,3,341,84
Greater Grand Crossing,41.76769,-87.63009,Private room,39,1,52,179
Greater Grand Crossing,41.76649,-87.63117,Private room,39,32,47,179
Logan Square,41.92214,-87.68344,Entire home/apt,115,32,40,77
Greater Grand Crossing,41.76769,-87.63009,Private room,39,32,37,179
Lincoln Park,41.92209,-87.6559,Entire home/apt,200,2,64,0
Near North Side,41.90081,-87.6326,Private room,124,2,208,308
Near North Side,41.89235,-87.62732,Hotel room,38,1,46,345
Edgewater,41.98945,-87.66237,Private room,45,20,12,169
Rogers Park,42.00848,-87.66326,Private room,48,32,36,173
Edgewater,41.98987,-87.6623,Private room,39,20,25,188
Lake View,41.93845,-87.66278,Entire home/apt,135,32,167,213
Jefferson Park,41.97674,-87.76449,Entire home/apt,80,32,0,365
West Ridge,41.9916,-87.69375,Entire home/apt,143,3,73,89
West Town,41.89263,-87.65828,Entire home/apt,149,2,307,271
Near North Side,41.89096,-87.63055,Private room,99,1,629,226
West Town,41.90572,-87.67572,Entire home/apt,159,32,156,22
Irving Park,41.95042,-87.73472,Entire home/apt,175,4,49,248
Logan Square,41.91563,-87.71099,Entire home/apt,40,1,658,326
North Lawndale,41.85725,-87.69515,Private room,45,2,215,339
Irving Park,41.94841,-87.7106,Private room,110,32,21,179
Near North Side,41.89235,-87.62732,Hotel room,38,1,32,345
Logan Square,41.9183,-87.69811,Entire home/apt,99,3,43,4
Near South Side,41.86593,-87.62515,Entire home/apt,133,1,202,284
Near North Side,41.89235,-87.62732,Hotel room,38,1,129,345
Lake View,41.94593,-87.65053,Entire home/apt,96,2,336,98
Hermosa,41.93436,-87.74134,Private room,40,32,46,365
Near West Side,41.87637,-87.66583,Entire home/apt,146,2,268,259
Loop,41.87131,-87.6253,Entire home/apt,350,32,0,88
Logan Square,41.91642,-87.70351,Entire home/apt,95,2,368,19
Near North Side,41.90044,-87.62402,Entire home/apt,211,2,43,50
West Town,41.89822,-87.68037,Entire home/apt,315,2,132,357
Lincoln Park,41.91163,-87.64001,Entire home/apt,229,1,322,303
Lower West Side,41.85666,-87.65612,Private room,35,32,8,0
Loop,41.87386,-87.63187,Entire home/apt,215,60,0,0
Near West Side,41.88097,-87.68732,Private room,65,14,25,235
Near West Side,41.88094,-87.67837,Entire home/apt,100,32,332,13
Near North Side,41.89285,-87.61899,Entire home/apt,220,90,0,365
Logan Square,41.92597,-87.71336,Entire home/apt,99,90,3,87
Edgewater,41.99704593840833,-87.66992269454128,Private room,38,1,249,42
Irving Park,41.962921,-87.735283,Private room,36,2,20,163
Near West Side,41.87565,-87.68994,Private room,43,32,2,0
Albany Park,41.97387,-87.7414,Entire home/apt,115,2,85,88
Grand Boulevard,41.81907,-87.61726,Entire home/apt,125,32,146,179
Jefferson Park,41.97303,-87.77702,Private room,28,32,13,131
Near North Side,41.8943,-87.62693,Entire home/apt,98,32,34,205
Near North Side,41.90813,-87.62715,Private room,150,14,3,361
Woodlawn,41.77588,-87.59388,Entire home/apt,72,32,3,364
Logan Square,41.91823,-87.71143,Entire home/apt,143,32,275,268
Lake View,41.93861,-87.66627,Entire home/apt,169,32,101,27
Lincoln Square,41.9635,-87.67732,Entire home/apt,49,3,33,0
West Town,41.90002,-87.66215,Entire home/apt,221,2,9,0
Uptown,41.97092,-87.64987,Private room,100,2,65,91
Edison Park,42.01312,-87.80916,Entire home/apt,191,3,318,308
Lincoln Square,41.96587,-87.68948,Private room,60,3,74,240
Humboldt Park,41.88868,-87.71235,Entire home/apt,71,2,132,11
